label,message,target,char_count,word_count,num_sentences,clean_message
ham,Good morning pookie pie! Lol hope I didn't wake u up,0,52,11,2,good morn pooki pie lol hope didnt wake
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0,65,13,2,mayb woke fuck wouldnt problem
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,0,59,8,4,happi birthday youdearwith lot loverakhesh nri
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1,153,30,5,nd time tri contact pound prize claim easi call per min btnationalr
ham,X2  &lt;#&gt; . Are you going to get that,0,41,9,2,ltgt go get
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,0,136,28,3,hi neva worri bout da truth coz truth lead ur heart it least uniqu person like deserv sleep tight morn
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,1,146,19,6,ur award citi break could win summer shop spree everi wk txt store skilgmetsc winawkag perwksub
ham,Is ur paper today in e morn or aft?,0,35,9,2,ur paper today morn aft
ham,I will lick up every drop :) are you ready to use your mouth as well?,0,69,16,2,lick everi drop readi use mouth well
ham,And you! Will expect you whenever you text! Hope all goes well tomo,0,67,13,3,expect whenev text hope go well tomo
ham,Great. P diddy is my neighbor and comes for toothpaste every morning,0,68,12,2,great diddi neighbor come toothpast everi morn
ham,"I av a new number,  . Wil u only use this one,ta.",0,49,12,3,av new number wil use oneta
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,0,96,20,4,poke man everyday teach canada abi say hi
ham,7 lor... Change 2 suntec... Wat time u coming?,0,46,9,4,lor chang suntec wat time come
ham,No de.am seeing in online shop so that i asked.,0,47,10,3,deam see onlin shop ask
ham,Just curious because my cuz asked what I was up to,0,50,11,1,curiou cuz ask
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,0,110,21,6,okay lor wah like def wont let u go haha say term condit
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,0,97,20,3,haha yup hope lose kg mon hip hop go orchard weigh
ham,She's good. How are you. Where r u working now,0,46,10,3,she good work
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",0,90,18,1,oh ye ive littl weather ive kind coccoon home
ham,At home also.,0,13,3,2,home also
ham,This phone has the weirdest auto correct.,0,41,7,2,phone weirdest auto correct
ham,Oops my phone died and I didn't even know. Yeah I like it better.,0,65,14,3,oop phone die didnt even know yeah like better
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,0,134,34,4,havent mu ask st wat meet lunch den meet alreadi lor wan go ask da ge st confirm asap
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,145,34,4,said mind go bedroom minut ok sed sexi mood came minut latr wid caken wife
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",0,131,25,3,oh yeahand hav great time newquaysend postcard look girl im goneu know im talkin boutxx
ham,We got a divorce. Lol. She.s here,0,33,7,4,got divorc lol she
ham,What's ur pin?,0,14,3,2,what ur pin
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",0,105,24,3,babe got enough money pick bread milk ill give back get home
ham,I want snow. It's just freezing and windy.,0,42,8,3,want snow freez windi
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,1,158,28,6,urgent tri contact today draw show prize guarante call land line claim valid hr
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,0,40,6,2,come mahal bu stop ltdecimalgt
ham,Don know:)this week i'm going to tirunelvai da.,0,47,8,2,knowthi week im go tirunelvai da
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,0,80,18,4,babi promis treat well bet take good care
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,0,72,15,2,like hotel dusk game think solv puzzl area thing
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",1,157,24,4,thank rington order refer number mobil charg tone arriv pleas call custom servic
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",0,150,32,5,hi love go day fuck morn woke drop cell way stair seem alright phew miss
ham,Well that must be a pain to catch,0,33,8,1,well must pain catch
ham,Sorry da thangam.it's my mistake.,0,33,5,3,sorri da thangamit mistak
ham,I need... Coz i never go before,0,31,7,2,need coz never go
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0,281,58,9,rose redr bloodblood heartheart send ti ur friend includ like get back poor relat need support frnd mani luv pray god marri tri
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,142,24,2,ur cashbal current pound maxim ur cashin send collect pmsg cc po box tcrw
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",0,102,19,3,feel like dick keep sleep text facebook messag sup town
ham,No plm i will come da. On the way.,0,34,9,3,plm come da way
ham,Guess he wants alone time. We could just show up and watch when they do..,0,73,15,3,guess want alon time could show watch
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),0,149,24,3,height recycl read twice peopl spend time earn money money spent spend time good morn keep smile
ham,Yup ü not comin :-(,0,19,5,1,yup comin
ham,"Yes, princess. Toledo.",0,22,3,3,ye princess toledo
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",0,92,20,1,aight text your back mu ill swing need somebodi get door
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,0,86,18,4,ron say fri leh said ding tai feng cant make reserv said wait lor
ham,Good. No swimsuit allowed :),0,28,5,2,good swimsuit allow
ham,Am okay. Will soon be over. All the best,0,40,9,3,okay soon best
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",0,132,23,2,cute thought friendship necessari share everi secret ur close frnd watev share true
ham,Ok i've sent u da latest version of da project.,0,47,10,2,ok ive sent da latest version da project
ham,Pls accept me for one day. Or am begging you change the number.,0,63,13,3,pl accept one day beg chang number
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,0,147,34,5,squeeeeez christma hug lik frndshp den hug back get cute luvd lucki none peopl hate
ham,"Its ok, if anybody asks abt me, u tel them..:-P",0,47,10,2,ok anybodi ask abt tel themp
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",0,151,26,1,funni fact nobodi teach volcano erupt tsunami aris hurrican sway aroundn teach hw choos wife natur disast happen
ham,* You gonna ring this weekend or wot?,0,37,8,2,gon na ring weekend wot
ham,Also track down any lighters you can find,0,41,8,1,also track lighter find
ham,"Babe, I need your advice",0,24,5,1,babe need advic
ham,"I‘ll leave around four, ok?",0,27,5,2,leav around four ok
ham,Come to medical college at 7pm ......forward it da,0,50,9,2,come medic colleg pm forward da
ham,K:)k..its good:)when are you going?,0,35,5,3,kkit goodwhen go
ham,I can make lasagna for you... vodka...,0,38,7,3,make lasagna vodka
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,0,41,11,1,hi kate give ring asap xxx
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,0,118,26,4,peopl tour thought sofa thing sent curiou sugar
ham,"No, but you told me you were going, before you got drunk!",0,57,12,2,told go got drunk
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,0,115,24,2,fuck chicken messag would late woould buzz didnt hear word
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",1,156,26,5,congratul thank good friend xma prize claim easi call per minut btnationalr
ham,I'm always looking for an excuse to be in the city.,0,51,11,2,im alway look excus citi
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,0,82,16,3,yup im still coffe wif fren fren drove shell give lift
ham,O shore are you takin the bus,0,29,7,1,shore takin bu
ham,So u gonna get deus ex?,0,23,6,2,gon na get deu ex
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,0,72,14,3,send email mind ltgt time per night
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",1,173,30,3,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,0,72,18,4,tap spile seven pub ga st broad st canal ok
ham,Ok then i come n pick u at engin?,0,33,9,2,ok come pick engin
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,0,111,25,3,never want tell im short onedg late
ham,Raviyog Peripherals bhayandar east,0,34,4,1,raviyog peripher bhayandar east
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,0,86,19,2,actual guy meet sunoco howard right way
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",0,121,24,2,moon come color dream star make music sm give warm peac sleep good night
ham,Just finished eating. Got u a plate. NOT leftovers this time.,0,61,11,4,finish eat got plate leftov time
ham,Thanx a lot...,0,14,3,2,thanx lot
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,0,120,26,5,hurri home big butt hang last caller food done im starv dont ask cook
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,0,78,16,4,lol right diet everyday cheat anyway im meant fatti
ham,Its a great day. Do have yourself a beautiful one.,0,50,10,3,great day beauti one
ham,What happened in interview?,0,27,4,2,happen interview
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,0,79,13,2,badrith chennaii sure pick usno competit
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,0,82,17,4,tot group mate lucki havent repli wat time need leav
ham,Hey you around? I've got enough for a half + the ten I owe you,0,62,15,2,hey around ive got enough half ten owe
ham,Hey tmr maybe can meet you at yck,0,33,8,1,hey tmr mayb meet yck
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,0,68,13,3,alrit sam nic checkin ur numberso ittb
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,0,107,23,4,make easi pay back ltgt yr say pay back earlier get
ham,Not to worry. I'm sure you'll get it.,0,37,8,3,worri im sure youll get
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0,132,27,1,ga station like block away hous youll drive right sinc armenia end swann take howard
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p",1,138,25,4,someon know ask date servic contact cant guess call reveal pobox l hb
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,1,105,17,3,camera award sipix digit camera call fromm landlin deliveri within day
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,0,69,17,4,tuition hm go one mind
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",0,83,15,1,im smoke peopl use wyli smoke much justifi ruin shit
ham,Dear good morning how you feeling dear,0,38,7,1,dear good morn feel dear
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,0,114,25,5,littl med say take everi hour pain back took anoth hope dont die
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",0,151,22,4,beauti tomorrow never come come alreadi today hunt beauti tomorrow dont wast wonder today goodmorn
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,0,79,19,4,dunno lei decid lor abt leona oop tot ben go msg
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,0,80,21,4,hi move pub would great cud come
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,1,156,27,3,today voda number end select receiv award hava match pleas call quot claim code standard rate app
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,1,134,24,4,messag free welcom new improv sex dog club unsubscrib servic repli stop
ham,Just do what ever is easier for you,0,35,8,1,ever easier
spam,RCT' THNQ Adrian for U text. Rgds Vatian,1,40,8,2,rct thnq adrian text rgd vatian
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,0,165,30,4,stop call everyon say might cancer throat hurt talk cant answer everyon call get one call im babysit monday
ham,"It'll be tough, but I'll do what I have to",0,42,10,1,itll tough ill
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,0,153,26,3,im gonnamissu muchi would say il send postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,0,320,43,4,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahav ee name ltgt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind dodda problum nalli siguviri idu matra ltgt true dont neglet
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,0,93,24,2,hi darlin finish pick meet text back number luv kate xxx
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",0,148,29,3,set place heart mind mind easili forget heart alway rememb wish happi valentin day
ham,But i'm surprised she still can guess right lor...,0,50,9,2,im surpris still guess right lor
ham,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,0,71,15,4,oki wan meet bishan co bishan im drive today
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,0,158,35,3,hi darlin work get troubl ijust talk mum morn realli good time last night im goin soon call
ham,I know you are serving. I mean what are you doing now.,0,54,12,3,know serv mean
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",0,113,23,4,huh hyde park mel ah opp got confus anyway tt best choic den juz take
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,0,70,17,3,oh gei happend tron mayb ill dl
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,0,77,16,4,know girl alway safe selfish know got pa thank good night
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage.",0,71,13,3,worri hope photo shoot went well spif fun workag
ham,I'm freezing and craving ice. Fml,0,33,6,2,im freez crave ice fml
ham,Kay... Since we are out already,0,31,6,2,kay sinc alreadi
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,0,91,20,6,eh sorri leh din ur msg sad alreadi lar watch tv still offic
ham,Yo im right by yo work,0,22,6,1,yo im right yo work
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,0,148,32,4,ok darlin supos ok worri muchi film stuff mate babysit call therexx
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,0,126,26,4,wake sinc check stuff saw true avail space pl call embassi send mail
ham,Nope... Juz off from work...,0,28,5,3,nope juz work
ham,Huh so fast... Dat means u havent finished painting?,0,52,9,3,huh fast dat mean havent finish paint
ham,what number do u live at? Is it 11?,0,35,9,3,number live
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",0,126,26,1,put parti day week studi lightli think need draw custom checkbox know hardcor
ham,Sac will score big hundred.he is set batsman:-),0,47,8,2,sac score big hundredh set batsman
ham,Send me yetty's number pls.,0,27,5,2,send yetti number pl
ham,How much it will cost approx . Per month.,0,41,9,3,much cost approx per month
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,0,128,27,6,ok theori test go book think may coz thought wan na go jiayin isnt free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",1,140,25,3,contact date servic someon know find call land line pobox tg
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",0,83,18,1,that fine give call know want question
ham,"Sorry, got a late start, we're on the way",0,41,9,1,sorri got late start way
ham,Then u go back urself lor...,0,28,6,2,go back urself lor
ham,I AM AT THE GAS STATION. GO THERE.,0,34,8,3,ga station go
ham,"K, if u bored up just come to my home..",0,39,10,2,bore come home
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,0,54,11,3,babe love cover face kiss
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",0,90,19,1,like made throw smoke friend car one time awesom
ham,Still i have not checked it da. . .,0,35,9,4,still check da
ham,You will go to walmart. I.ll stay.,0,34,7,4,go walmart ill stay
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0,91,19,2,havent forgotten might coupl buck send tomorrow love ya
ham,Oh great. I.ll disturb him more so that we can talk.,0,52,11,4,oh great ill disturb talk
ham,Reverse is cheating. That is not mathematics.,0,45,7,3,revers cheat mathemat
ham,U're welcome... Caught u using broken english again...,0,54,8,3,ure welcom caught use broken english
ham,No problem baby. Is this is a good time to talk? I called and left a message.,0,77,17,4,problem babi good time talk call left messag
ham,Oh is it! Which brand?,0,22,5,3,oh brand
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0,368,70,9,sorri cant take call right happen waxsto wat want come ill get medic insur shell abl deliv basic care im current shop right medic insur give til friday morn that ill see major person guid right insur
ham,At what time are you coming.,0,28,6,2,time come
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,0,82,19,1,call say come today ok tell fool like ok
ham,I emailed yifeng my part oredi.. Can ü get it fr him..,0,54,12,3,email yifeng part oredi get fr
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,0,68,14,3,sure theyll understand wine good idea slurp
ham,Minimum walk is 3miles a day.,0,29,6,2,minimum walk mile day
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,0,114,24,4,ok problem get taxi ing tomorrow tuesday tuesday think go cinema
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0,67,8,3,brainless babi dolld vehicl sariyag drive madok barolla
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1,78,15,2,sorri miss call let talk time im
ham,Please attend the phone:),0,25,4,1,pleas attend phone
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,0,104,22,3,hate call didnt accept even singl call mine even messag
ham,No messages on her phone. I'm holding it now,0,44,9,2,messag phone im hold
ham,Can... I'm free...,0,18,3,3,im free
ham,"Yo my trip got postponed, you still stocked up?",0,47,9,2,yo trip got postpon still stock
ham,I am waiting for your call sir.,0,31,7,2,wait call sir
ham,Hey what are you doing. Y no reply pa..,0,39,9,3,hey repli pa
ham,"Hey elaine, is today's meeting still on?",0,40,7,2,hey elain today meet still
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,0,69,13,5,sorri ive gone place ill tomorrow realli sorri
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,0,79,18,2,tiim dont let hug dont break tear
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0,117,27,7,tomorrow go theatr come wherev call tell come tomorrow
ham,And now electricity just went out fml.,0,38,7,2,electr went fml
ham,"Looks like you found something to do other than smoke, great job!",0,65,12,2,look like found someth smoke great job
ham,Also andros ice etc etc,0,23,5,1,also andro ice etc etc
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",0,151,29,5,good afternon love today hope good mayb interview wake miss babe passion kiss across sea
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,0,58,13,4,yup wun believ wat realli neva msg sent shuhui
ham,Hows that watch resizing,0,24,4,1,how watch resiz
ham,Dear umma she called me now :-),0,31,7,1,dear umma call
ham,Just finished. Missing you plenty,0,33,5,2,finish miss plenti
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1,149,21,3,complimentari star ibiza holiday cash need urgent collect landlin lose box sk wp ppm
ham,"Well, I meant as opposed to my drunken night of before",0,54,11,1,well meant oppos drunken night
ham,K... Must book a not huh? so going for yoga basic on sunday?,0,60,13,4,must book huh go yoga basic sunday
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,1,160,25,3,free msgwe bill mobil number mistak shortcod pleas call charg refundedthi call free bt landlin
ham,Ok can...,0,9,2,2,ok
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",0,71,16,3,oop mum somerset bit far back tomo see soon
ham,So u workin overtime nigpun?,0,28,5,2,workin overtim nigpun
ham,Same as kallis dismissial in 2nd test:-).,0,41,7,2,kalli dismissi nd test
ham,O. Guess they both got screwd,0,29,6,2,guess got screwd
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,1,81,13,1,pleas call immedi urgent messag wait
ham,What r u cooking me for dinner?,0,31,7,2,cook dinner
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,0,129,28,4,bull plan go float ikea without care world live mess anoth day
ham,Then i buy.,0,11,3,2,buy
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,1,126,21,4,urgent mobil number award bonu caller prize call land line valid hr
ham,Heehee that was so funny tho,0,28,6,1,heehe funni tho
ham,It only does simple arithmetic not percentages.,0,47,7,2,simpl arithmet percentag
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",0,59,12,2,yeah wouldnt leav hour least how sound
ham,Thanks honey. Have a great day.,0,31,6,3,thank honey great day
ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",0,141,26,3,amaz quot sometim life difficult decid what wrong lie bring smile truth bring tear
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,0,62,16,3,ask dad pick lar wan stay meh
ham,"Jus chillaxin, what up",0,22,4,1,ju chillaxin
ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,0,80,14,4,hey da cool iknow wellda peril studentfinanci crisisspk
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,1,157,28,2,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!",0,119,23,5,what come hill monster hope great day thing go fine busi though
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0,131,27,5,joy father john john joy father an th hav ltgt iq ti ia question tri answer
ham,Only once then after ill obey all yours.,0,40,8,2,ill obey
ham,No she didnt. I will search online and let you know.,0,52,11,3,didnt search onlin let know
ham,Where do you need to go to get it?,0,34,9,2,need go get
ham,No pic. Please re-send.,0,23,4,3,pic pleas resend
ham,Uhhhhrmm isnt having tb test bad when youre sick,0,48,9,1,uhhhhrmm isnt tb test bad your sick
ham,But i haf enuff space got like 4 mb...,0,38,9,2,haf enuff space got like mb
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1,136,28,4,life never much fun great came made truli special wont forget enjoy one gbpsm
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,1,157,28,2,want new video phone anytim network min inclus video call download per week free deltomorrow call repli
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",1,152,28,2,valu custom pleas advis follow recent review mob award bonu prize call
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,1,64,12,4,welcom pleas repli age gender begin eg
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,1,160,20,4,freemsg month unlimit free call activ smartcal txt call subscriptn gbpwk unlimit call help stoptxt stop landlineonli
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,1,157,28,4,mobil mth updat latest orang cameravideo phone free save £s free textsweekend call text ye callback orno opt
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,1,160,30,1,new club dont fink met yet gr pleas leav msg day wiv ur area repli promis carli calls£ minmobsmor lkpobox hp fl
ham,True. Its easier with her here.,0,31,6,3,true easier
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,0,86,17,1,sure sinc parent work tuesday dont realli need cover stori
ham,Haha okay... Today weekend leh...,0,33,5,3,haha okay today weekend leh
ham,Hi darlin did youPhone me? Im atHome if youwanna chat.,0,54,10,3,hi darlin youphon im athom youwanna chat
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,0,193,32,1,dont know jack shit anyth id sayask someth help want pretend text whatev respons hypotheticalhuagauahahuagahyuhagga
ham,You've always been the brainy one.,0,34,6,2,youv alway braini one
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,0,124,27,1,yeah get random dude need chang info sheet parti ltgt never studi safe
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,106,17,4,camera award sipix digit camera call fromm landlin deliveri within day
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",0,152,20,7,christma occas celebr reflect ur valu desir affectionsamp tradit ideal christma
